title,price_gbp,price_excl_tax_gbp,price_incl_tax_gbp,tax_gbp,availability,rating,rating_numeric,number_of_reviews,product_type,UPC,product_url
The Year of Magical Thinking,43.04,43.04,43.04,0.0,In stock,Two,2,0,Books,34c0d7c4ee5650af,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
The Wright Brothers,56.8,56.8,56.8,0.0,In stock,Four,4,0,Books,08b2f71d93836313,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
The White Queen (The Cousins' War #1),25.91,25.91,25.91,0.0,In stock,Five,5,0,Books,6875c5657661b2fb,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html
The Wedding Pact (The O'Malleys #2),32.61,32.61,32.61,0.0,In stock,Three,3,0,Books,c5cb9f885d8b3621,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html
The Time Keeper,27.88,27.88,27.88,0.0,In stock,Five,5,0,Books,e9906e2f0d189745,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html
The Testament of Mary,52.67,52.67,52.67,0.0,In stock,Four,4,0,Books,081305e6df719dff,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html
The Star-Touched Queen,46.02,46.02,46.02,0.0,In stock,Five,5,0,Books,1528279aec1f3dce,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html
The Songs of the Gods,44.48,44.48,44.48,0.0,In stock,Five,5,0,Books,00c4543ec6bd25b4,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html
The Song of Achilles,37.4,37.4,37.4,0.0,In stock,Five,5,0,Books,e88fb1c9397cfb27,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html
The Rosie Project (Don Tillman #1),54.04,54.04,54.04,0.0,In stock,One,1,0,Books,012094e90a4b908d,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html
The Power of Habit: Why We Do What We Do in Life and Business,16.88,16.88,16.88,0.0,In stock,Three,3,0,Books,6bdd909329435e80,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
The Marriage of Opposites,28.08,28.08,28.08,0.0,In stock,Four,4,0,Books,52cf2a5933ec5d8f,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,10.4,10.4,0.0,In stock,One,1,0,Books,4e812d32d64e2431,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Long Haul (Diary of a Wimpy Kid #9),44.07,44.07,44.07,0.0,In stock,One,1,0,Books,f21effc079a2b38a,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
The Loney,23.4,23.4,23.4,0.0,In stock,One,1,0,Books,2d88a31f325dfd3b,https://books.toscrape.com/catalogue/the-loney_756/index.html
The Literature Book (Big Ideas Simply Explained),17.43,17.43,17.43,0.0,In stock,Three,3,0,Books,4881cc53f6c8892f,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
The Last Mile (Amos Decker #2),54.21,54.21,54.21,0.0,In stock,Two,2,0,Books,3bc89353f7e3a3cc,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
The Immortal Life of Henrietta Lacks,40.67,40.67,40.67,0.0,In stock,Two,2,0,Books,f72f61ad6a5f12ed,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Hidden Oracle (The Trials of Apollo #1),52.26,52.26,52.26,0.0,In stock,Two,2,0,Books,992974ba6a0536ea,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,28.77,28.77,0.0,In stock,Three,3,0,Books,ddc8340dabc8641b,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
The Guilty (Will Robie #4),13.82,13.82,13.82,0.0,In stock,Two,2,0,Books,847935fc68707426,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The First Hostage (J.B. Collins #2),25.85,25.85,25.85,0.0,In stock,Three,3,0,Books,a86972014275e072,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
The Dovekeepers,48.78,48.78,48.78,0.0,In stock,One,1,0,Books,3d76bc83c6b644c9,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html
The Darkest Lie,35.35,35.35,35.35,0.0,In stock,Five,5,0,Books,6edacfd1f8ebb9eb,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html
The Bane Chronicles (The Bane Chronicles #1-11),44.73,44.73,44.73,0.0,In stock,Four,4,0,Books,dc6f688b82e42a5b,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html
The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,15.77,15.77,15.77,0.0,In stock,One,1,0,Books,923831a05c9f91f7,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html
The 14th Colony (Cotton Malone #11),39.24,39.24,39.24,0.0,In stock,One,1,0,Books,1b8187fa4bf6ab05,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html
That Darkness (Gardiner and Renner #1),13.92,13.92,13.92,0.0,In stock,One,1,0,Books,0c7b9cf2b7662b65,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html
Tastes Like Fear (DI Marnie Rome #3),10.69,10.69,10.69,0.0,In stock,One,1,0,Books,2d1e337aaf341858,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html
Take Me with You,45.21,45.21,45.21,0.0,In stock,Three,3,0,Books,2c04320e110a14a3,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html
Swell: A Year of Waves,45.58,45.58,45.58,0.0,In stock,One,1,0,Books,4c8b7540409da4ac,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,11.89,11.89,0.0,In stock,Five,5,0,Books,ac8e3949d284e9a9,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
Still Life with Bread Crumbs,26.41,26.41,26.41,0.0,In stock,Three,3,0,Books,fe44cc816576c652,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
Steve Jobs,39.5,39.5,39.5,0.0,In stock,Five,5,0,Books,95019eac1c0a052f,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,44.74,44.74,0.0,In stock,Four,4,0,Books,3edcccc4f341fb1a,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Someone Like You (The Harrisons #2),52.79,52.79,52.79,0.0,In stock,Five,5,0,Books,a278db6b2b09cf9f,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,35.43,35.43,0.0,In stock,Four,4,0,Books,394f6d30cafc3edb,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
Shtum,55.84,55.84,55.84,0.0,In stock,Four,4,0,Books,830fb3967c74866d,https://books.toscrape.com/catalogue/shtum_733/index.html
See America: A Celebration of Our National Parks & Treasured Sites,48.87,48.87,48.87,0.0,In stock,Three,3,0,Books,f9705c362f070608,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
salt.,46.78,46.78,46.78,0.0,In stock,Four,4,0,Books,86cbddb61ea78bb7,https://books.toscrape.com/catalogue/salt_731/index.html
Robin War,47.82,47.82,47.82,0.0,In stock,Three,3,0,Books,85b2176b3b194030,https://books.toscrape.com/catalogue/robin-war_730/index.html
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,25.48,25.48,0.0,In stock,Two,2,0,Books,31e2e2d9cca3778f,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
Rain Fish,23.57,23.57,23.57,0.0,In stock,Three,3,0,Books,a6454e329f872b78,https://books.toscrape.com/catalogue/rain-fish_728/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,50.89,50.89,0.0,In stock,Five,5,0,Books,aa35446aab16017f,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
Pet Sematary,10.56,10.56,10.56,0.0,In stock,Three,3,0,Books,af58a74e4b2a23a0,https://books.toscrape.com/catalogue/pet-sematary_726/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,52.15,52.15,0.0,In stock,Three,3,0,Books,8ecf0356a3878811,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html
Once Was a Time,18.28,18.28,18.28,0.0,In stock,Two,2,0,Books,e34efcc824685332,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html
Old School (Diary of a Wimpy Kid #10),11.83,11.83,11.83,0.0,In stock,Five,5,0,Books,02b74068fa98d8a4,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html
No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,21.95,21.95,21.95,0.0,In stock,Two,2,0,Books,132ec5e8c984adef,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html
"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",38.39,38.39,38.39,0.0,In stock,Two,2,0,Books,71e36f33981ddb74,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html
My Name Is Lucy Barton,41.56,41.56,41.56,0.0,In stock,One,1,0,Books,727bf2b86b19ad88,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
My Mrs. Brown,24.48,24.48,24.48,0.0,In stock,Three,3,0,Books,cc82685d9f49bc2c,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
My Kind of Crazy,40.36,40.36,40.36,0.0,In stock,One,1,0,Books,137b0b2775701e11,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,28.9,28.9,0.0,In stock,One,1,0,Books,caa2e5b3fb1b2d4c,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
More Than Music (Chasing the Dream #1),37.61,37.61,37.61,0.0,In stock,Two,2,0,Books,47d47155e89c8be7,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Made to Stick: Why Some Ideas Survive and Others Die,38.85,38.85,38.85,0.0,In stock,Five,5,0,Books,b96fc7a0ea7d4b45,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
Luis Paints the World,53.95,53.95,53.95,0.0,In stock,Three,3,0,Books,5b43cae640f2338a,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
Luckiest Girl Alive,49.83,49.83,49.83,0.0,In stock,Three,3,0,Books,d512871626a5e588,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,51.51,51.51,0.0,In stock,Two,2,0,Books,a10c7515834240f3,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
Love Is a Mix Tape (Music #1),18.03,18.03,18.03,0.0,In stock,One,1,0,Books,adb5f51c2e2ab13f,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Looking for Lovely: Collecting the Moments that Matter,29.14,29.14,29.14,0.0,In stock,Five,5,0,Books,24af96df0bafb925,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,46.91,46.91,0.0,In stock,Four,4,0,Books,17fb5a88180f9904,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Let It Out: A Journey Through Journaling,26.79,26.79,26.79,0.0,In stock,Five,5,0,Books,1174156c4a0eccaa,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html
Lady Midnight (The Dark Artifices #1),16.28,16.28,16.28,0.0,In stock,Five,5,0,Books,708345c9897fd7c5,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,19.55,19.55,0.0,In stock,One,1,0,Books,245e6bf08b8d2955,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html
Island of Dragons (Unwanteds #7),29.65,29.65,29.65,0.0,In stock,One,1,0,Books,2b52334fab158861,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,25.98,25.98,0.0,In stock,Four,4,0,Books,b8a8ff84233f0570,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
I Am Pilgrim (Pilgrim #1),10.6,10.6,10.6,0.0,In stock,Four,4,0,Books,aeff7b87a8e83ebb,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,14.75,14.75,0.0,In stock,Five,5,0,Books,fbb21a2f71f4d981,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
"Hush, Hush (Hush, Hush #1)",47.02,47.02,47.02,0.0,In stock,Three,3,0,Books,6b6cd77fbc91b7a6,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html
Hold Your Breath (Search and Rescue #1),28.82,28.82,28.82,0.0,In stock,One,1,0,Books,0b165bd4b9f42fd5,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
Hamilton: The Revolution,58.79,58.79,58.79,0.0,In stock,Three,3,0,Books,afa829857f82f99e,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
Greek Mythic History,10.23,10.23,10.23,0.0,In stock,Five,5,0,Books,f201f263d8c23f97,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
God: The Most Unpleasant Character in All Fiction,30.03,30.03,30.03,0.0,In stock,Five,5,0,Books,eec424a84c9e4c68,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
Glory over Everything: Beyond The Kitchen House,45.84,45.84,45.84,0.0,In stock,Three,3,0,Books,de4b403cb629a29f,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
Feathers: Displays of Brilliant Plumage,49.05,49.05,49.05,0.0,In stock,Three,3,0,Books,9194ae88379dbf1a,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,15.06,15.06,0.0,In stock,Four,4,0,Books,ac4dde0d1be05de0,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
Every Last Word,46.47,46.47,46.47,0.0,In stock,Three,3,0,Books,a2bd4ca82d908442,https://books.toscrape.com/catalogue/every-last-word_693/index.html
Eligible (The Austen Project #4),27.09,27.09,27.09,0.0,In stock,Three,3,0,Books,9eaf58b03a2779cc,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
El Deafo,57.62,57.62,57.62,0.0,In stock,Five,5,0,Books,27c5968fe43cc06e,https://books.toscrape.com/catalogue/el-deafo_691/index.html
Eight Hundred Grapes,14.39,14.39,14.39,0.0,In stock,Four,4,0,Books,1d6dd0c87d90fe92,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,51.75,51.75,0.0,In stock,Five,5,0,Books,a01f6d368ef64dc5,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
"Eat Fat, Get Thin",54.07,54.07,54.07,0.0,In stock,Two,2,0,Books,047dfa57ba0bf638,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html
Don't Get Caught,55.35,55.35,55.35,0.0,In stock,One,1,0,Books,ad2887ce04583910,https://books.toscrape.com/catalogue/dont-get-caught_687/index.html
Doctor Sleep (The Shining #2),40.12,40.12,40.12,0.0,In stock,Two,2,0,Books,bf5de316a5e9a4ab,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,37.51,37.51,0.0,In stock,Five,5,0,Books,3c6fe637a0180b01,https://books.toscrape.com/catalogue/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html
Dear Mr. Knightley,11.21,11.21,11.21,0.0,In stock,Five,5,0,Books,94a958ea126cdcd5,https://books.toscrape.com/catalogue/dear-mr-knightley_684/index.html
Daily Fantasy Sports,36.58,36.58,36.58,0.0,In stock,One,1,0,Books,0e94a089328be4bc,https://books.toscrape.com/catalogue/daily-fantasy-sports_683/index.html
Crazy Love: Overwhelmed by a Relentless God,47.72,47.72,47.72,0.0,In stock,Two,2,0,Books,4b9d9cfe0f435788,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html
Cometh the Hour (The Clifton Chronicles #6),25.01,25.01,25.01,0.0,In stock,Three,3,0,Books,28cf0d1c51b491e5,https://books.toscrape.com/catalogue/cometh-the-hour-the-clifton-chronicles-6_681/index.html
Code Name Verity (Code Name Verity #1),22.13,22.13,22.13,0.0,In stock,Four,4,0,Books,33a3e0e3ffde0dcd,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
Clockwork Angel (The Infernal Devices #1),44.14,44.14,44.14,0.0,In stock,One,1,0,Books,42b0c50fc44140ec,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
City of Glass (The Mortal Instruments #3),56.02,56.02,56.02,0.0,In stock,Four,4,0,Books,966ebb738e0f9d9b,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
City of Fallen Angels (The Mortal Instruments #4),11.23,11.23,11.23,0.0,In stock,Four,4,0,Books,1e264c677d4ee4ae,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
City of Bones (The Mortal Instruments #1),43.28,43.28,43.28,0.0,In stock,One,1,0,Books,5b987e54ee72525c,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
City of Ashes (The Mortal Instruments #2),47.27,47.27,47.27,0.0,In stock,One,1,0,Books,8a6ec2761f91dad2,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
Cell,20.29,20.29,20.29,0.0,In stock,Four,4,0,Books,bfbb54bc8cdeed2b,https://books.toscrape.com/catalogue/cell_674/index.html
Catching Jordan (Hundred Oaks),50.83,50.83,50.83,0.0,In stock,Three,3,0,Books,e2e7b683b4c15b7d,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,31.85,31.85,0.0,In stock,Three,3,0,Books,1b0fc9f777cad045,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Carrie,46.23,46.23,46.23,0.0,In stock,Two,2,0,Books,5f22418922fa728b,https://books.toscrape.com/catalogue/carrie_671/index.html
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,37.8,37.8,0.0,In stock,Four,4,0,Books,16ef91b9d827859c,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
Brain on Fire: My Month of Madness,49.32,49.32,49.32,0.0,In stock,Five,5,0,Books,a80f66b254fe9eb3,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
Batman: Europa,32.01,32.01,32.01,0.0,In stock,Two,2,0,Books,bf68dcb5fad3cc8c,https://books.toscrape.com/catalogue/batman-europa_668/index.html
Barefoot Contessa Back to Basics,28.01,28.01,28.01,0.0,In stock,One,1,0,Books,999912e63a3262ae,https://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,50.62,50.62,0.0,In stock,Five,5,0,Books,0e0da9192a025efc,https://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html
Balloon Animals,17.03,17.03,17.03,0.0,In stock,Three,3,0,Books,9b65f676984c9f0c,https://books.toscrape.com/catalogue/balloon-animals_665/index.html
Art Ops Vol. 1,48.8,48.8,48.8,0.0,In stock,Three,3,0,Books,ffdc825785c0ede8,https://books.toscrape.com/catalogue/art-ops-vol-1_664/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,58.14,58.14,0.0,In stock,Four,4,0,Books,41164b8ac02a2c42,https://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
Angels Walking (Angels Walking #1),34.2,34.2,34.2,0.0,In stock,Two,2,0,Books,1fbb5f786e53a0ce,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html
Angels & Demons (Robert Langdon #1),51.48,51.48,51.48,0.0,In stock,Three,3,0,Books,ad41c24ccac0c7ce,https://books.toscrape.com/catalogue/angels-demons-robert-langdon-1_661/index.html
All the Light We Cannot See,29.87,29.87,29.87,0.0,In stock,Five,5,0,Books,39861fc1c0845d15,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,10.9,10.9,0.0,In stock,Two,2,0,Books,5319169a72714c62,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
Abstract City,56.37,56.37,56.37,0.0,In stock,Five,5,0,Books,cf1aa2fc02a7d1e0,https://books.toscrape.com/catalogue/abstract-city_658/index.html
A Time of Torment (Charlie Parker #14),48.35,48.35,48.35,0.0,In stock,Five,5,0,Books,4416c474713ec1f5,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
A Study in Scarlet (Sherlock Holmes #1),16.73,16.73,16.73,0.0,In stock,Two,2,0,Books,63ee5bc46066a8a8,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,56.48,56.48,0.0,In stock,Two,2,0,Books,c1379d3744f1dd2c,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A People's History of the United States,40.79,40.79,40.79,0.0,In stock,Two,2,0,Books,1ad06aed9349af46,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
A Man Called Ove,39.72,39.72,39.72,0.0,In stock,One,1,0,Books,8682c03de6a844ff,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
A Distant Mirror: The Calamitous 14th Century,14.58,14.58,14.58,0.0,In stock,Three,3,0,Books,d5e0526e1ab682a3,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
A Brush of Wings (Angels Walking #3),55.51,55.51,55.51,0.0,In stock,One,1,0,Books,01a177623cce9596,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
1491: New Revelations of the Americas Before Columbus,21.8,21.8,21.8,0.0,In stock,Three,3,0,Books,6e8e5626ac4d279e,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
"The Three Searches, Meaning, and the Story",13.33,13.33,13.33,0.0,In stock,Three,3,0,Books,ac5e0d3938caf686,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
Searching for Meaning in Gailana,38.73,38.73,38.73,0.0,In stock,One,1,0,Books,2f0213137a80d485,https://books.toscrape.com/catalogue/searching-for-meaning-in-gailana_648/index.html
Rook,37.86,37.86,37.86,0.0,In stock,Four,4,0,Books,44d97b6707dae3f0,https://books.toscrape.com/catalogue/rook_647/index.html
My Kitchen Year: 136 Recipes That Saved My Life,11.53,11.53,11.53,0.0,In stock,Two,2,0,Books,8bbd7df8a324f31d,https://books.toscrape.com/catalogue/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html
13 Hours: The Inside Account of What Really Happened In Benghazi,27.06,27.06,27.06,0.0,In stock,One,1,0,Books,4be9d1910f8a4e80,https://books.toscrape.com/catalogue/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html
Will You Won't You Want Me?,13.86,13.86,13.86,0.0,In stock,Three,3,0,Books,077b635ff2afc578,https://books.toscrape.com/catalogue/will-you-wont-you-want-me_644/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,37.55,37.55,0.0,In stock,One,1,0,Books,148715df5a02ea5e,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
The Star-Touched Queen,32.3,32.3,32.3,0.0,In stock,Five,5,0,Books,4a7a25be293ad678,https://books.toscrape.com/catalogue/the-star-touched-queen_642/index.html
The Silent Sister (Riley MacPherson #1),46.29,46.29,46.29,0.0,In stock,Five,5,0,Books,ce1ae197ada2aec4,https://books.toscrape.com/catalogue/the-silent-sister-riley-macpherson-1_641/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,26.2,26.2,0.0,In stock,One,1,0,Books,14e44163678e24dc,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
The Lonely City: Adventures in the Art of Being Alone,33.26,33.26,33.26,0.0,In stock,Two,2,0,Books,582a21a1dbbef3cf,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,59.15,59.15,0.0,In stock,Four,4,0,Books,3063c7e95d0bf76f,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Golden Condom: And Other Essays on Love Lost and Found,39.43,39.43,39.43,0.0,In stock,One,1,0,Books,235fa48eeed11d82,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
The Epidemic (The Program 0.6),14.44,14.44,14.44,0.0,In stock,Five,5,0,Books,f732d7d18a91d2ba,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
The Dinner Party,56.54,56.54,56.54,0.0,In stock,Two,2,0,Books,c6ca293d4810e0d5,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
